learnerID,sitesVisited,step,node,pr(rr),pr(fr),pr(sr),rr,fr,sr,ratingValue,nodeValue
3,10,1,0,0.215,0.875,1,0.149261475,0.694824219,0.280609131,4,0.870339572
3,10,1,1,0.215,0.875,1,0.149261475,0.694824219,0.280609131,4,0.841666225
3,10,1,2,0.215,0.875,1,0.149261475,0.694824219,0.280609131,4,0.800091641
3,10,1,3,0.215,0.875,1,0.149261475,0.694824219,0.280609131,4,0.759798635
3,10,1,4,0.215,0.875,1,0.149261475,0.694824219,0.280609131,4,0.847047397
3,10,1,5,0.215,0.875,1,0.149261475,0.694824219,0.280609131,4,0.570495433
3,10,1,6,0.215,0.875,1,0.149261475,0.694824219,0.280609131,4,0.661999494
3,10,1,7,0.215,0.875,1,0.149261475,0.694824219,0.280609131,4,0.648063589
3,10,1,8,0.215,0.875,1,0.149261475,0.694824219,0.280609131,4,0.766100865
3,10,1,9,0.215,0.875,1,0.149261475,0.694824219,0.280609131,4,0.835332126
3,10,3,0,0.215,0.875,1,0.01550293,0.62487793,0.590270996,1,0.524164694
3,10,3,1,0.215,0.875,1,0.01550293,0.62487793,0.590270996,1,0.554973854
3,10,3,2,0.215,0.875,1,0.01550293,0.62487793,0.590270996,1,0.559270222
3,10,3,3,0.215,0.875,1,0.01550293,0.62487793,0.590270996,1,0.432038554
3,10,3,4,0.215,0.875,1,0.01550293,0.62487793,0.590270996,1,0.651149891
3,10,3,5,0.215,0.875,1,0.01550293,0.62487793,0.590270996,1,0.348528411
3,10,3,6,0.215,0.875,1,0.01550293,0.62487793,0.590270996,1,0.578361883
3,10,3,7,0.215,0.875,1,0.01550293,0.62487793,0.590270996,1,0.398245225
3,10,3,8,0.215,0.875,1,0.01550293,0.62487793,0.590270996,1,0.457214777
3,10,3,9,0.215,0.875,1,0.01550293,0.62487793,0.590270996,1,0.556904829
4,13,0,0,0.229,0.865,1,0.04019165,0.542541504,0.536437988,4,0.560428375
4,13,0,1,0.229,0.865,1,0.04019165,0.542541504,0.536437988,4,0.763350032
4,13,0,2,0.229,0.865,1,0.04019165,0.542541504,0.536437988,4,0.773310114
4,13,0,3,0.229,0.865,1,0.04019165,0.542541504,0.536437988,4,0.650591421
4,13,0,4,0.229,0.865,1,0.04019165,0.542541504,0.536437988,4,0.586740277
4,13,0,5,0.229,0.865,1,0.04019165,0.542541504,0.536437988,4,0.668070335
4,13,0,6,0.229,0.865,1,0.04019165,0.542541504,0.536437988,4,0.744963107
4,13,0,7,0.229,0.865,1,0.04019165,0.542541504,0.536437988,4,0.676014292
4,13,0,8,0.229,0.865,1,0.04019165,0.542541504,0.536437988,4,0.702894349
4,13,0,9,0.229,0.865,1,0.04019165,0.542541504,0.536437988,4,0.611383696
4,13,1,0,0.229,0.865,1,0.147583008,0.339294434,0.652130127,1,0.463085113
4,13,1,1,0.229,0.865,1,0.147583008,0.339294434,0.652130127,1,0.457322277
4,13,1,2,0.229,0.865,1,0.147583008,0.339294434,0.652130127,1,0.442118433
4,13,1,3,0.229,0.865,1,0.147583008,0.339294434,0.652130127,1,0.36847985
4,13,1,4,0.229,0.865,1,0.147583008,0.339294434,0.652130127,1,0.470508462
4,13,1,5,0.229,0.865,1,0.147583008,0.339294434,0.652130127,1,0.418243755
4,13,1,6,0.229,0.865,1,0.147583008,0.339294434,0.652130127,1,0.445154879
4,13,1,7,0.229,0.865,1,0.147583008,0.339294434,0.652130127,1,0.410206687
4,13,1,8,0.229,0.865,1,0.147583008,0.339294434,0.652130127,1,0.463394087
4,13,1,9,0.229,0.865,1,0.147583008,0.339294434,0.652130127,1,0.398739599
4,13,2,0,0.229,0.865,1,0.075439453,0.666107178,0.69039917,1,0.349551593
4,13,2,1,0.229,0.865,1,0.075439453,0.666107178,0.69039917,1,0.402677206
4,13,2,2,0.229,0.865,1,0.075439453,0.666107178,0.69039917,1,0.302973358
4,13,2,3,0.229,0.865,1,0.075439453,0.666107178,0.69039917,1,0.418208006
4,13,2,4,0.229,0.865,1,0.075439453,0.666107178,0.69039917,1,0.325969865
4,13,2,5,0.229,0.865,1,0.075439453,0.666107178,0.69039917,1,0.320496924
4,13,2,6,0.229,0.865,1,0.075439453,0.666107178,0.69039917,1,0.325322746
4,13,2,7,0.229,0.865,1,0.075439453,0.666107178,0.69039917,1,0.267684
4,13,2,8,0.229,0.865,1,0.075439453,0.666107178,0.69039917,1,0.397003126
4,13,2,9,0.229,0.865,1,0.075439453,0.666107178,0.69039917,1,0.431399916
4,13,3,0,0.229,0.865,1,0.097747803,0.367004395,0.064575195,0,0.178414212
4,13,3,1,0.229,0.865,1,0.097747803,0.367004395,0.064575195,0,0.368465612
4,13,3,2,0.229,0.865,1,0.097747803,0.367004395,0.064575195,0,0.342935794
4,13,3,3,0.229,0.865,1,0.097747803,0.367004395,0.064575195,0,0.377881678
4,13,3,4,0.229,0.865,1,0.097747803,0.367004395,0.064575195,0,0.168354278
4,13,3,5,0.229,0.865,1,0.097747803,0.367004395,0.064575195,0,0.190049568
4,13,3,6,0.229,0.865,1,0.097747803,0.367004395,0.064575195,0,0.196440462
4,13,3,7,0.229,0.865,1,0.097747803,0.367004395,0.064575195,0,0.153718118
4,13,3,8,0.229,0.865,1,0.097747803,0.367004395,0.064575195,0,0.203770626
4,13,3,9,0.229,0.865,1,0.097747803,0.367004395,0.064575195,0,0.270251578
4,13,6,0,0.229,0.865,1,0.049530029,0.757781982,0.158599854,4,0.582832678
4,13,6,1,0.229,0.865,1,0.049530029,0.757781982,0.158599854,4,0.676145643
4,13,6,2,0.229,0.865,1,0.049530029,0.757781982,0.158599854,4,0.485565317
4,13,6,3,0.229,0.865,1,0.049530029,0.757781982,0.158599854,4,0.564417558
4,13,6,4,0.229,0.865,1,0.049530029,0.757781982,0.158599854,4,0.563612423
4,13,6,5,0.229,0.865,1,0.049530029,0.757781982,0.158599854,4,0.389545987
4,13,6,6,0.229,0.865,1,0.049530029,0.757781982,0.158599854,4,0.568463057
4,13,6,7,0.229,0.865,1,0.049530029,0.757781982,0.158599854,4,0.350525631
4,13,6,8,0.229,0.865,1,0.049530029,0.757781982,0.158599854,4,0.414423102
4,13,6,9,0.229,0.865,1,0.049530029,0.757781982,0.158599854,4,0.631304684
5,9,2,0,0.22,0.871,1,0.070861816,0.293823242,0.453277588,0,0.308320327
5,9,2,1,0.22,0.871,1,0.070861816,0.293823242,0.453277588,0,0.410022141
5,9,2,2,0.22,0.871,1,0.070861816,0.293823242,0.453277588,0,0.274027917
5,9,2,3,0.22,0.871,1,0.070861816,0.293823242,0.453277588,0,0.383431072
5,9,2,4,0.22,0.871,1,0.070861816,0.293823242,0.453277588,0,0.321576711
5,9,2,5,0.22,0.871,1,0.070861816,0.293823242,0.453277588,0,0.433974026
5,9,2,6,0.22,0.871,1,0.070861816,0.293823242,0.453277588,0,0.531268943
5,9,2,7,0.22,0.871,1,0.070861816,0.293823242,0.453277588,0,0.331907418
5,9,2,8,0.22,0.871,1,0.070861816,0.293823242,0.453277588,0,0.253701412
5,9,2,9,0.22,0.871,1,0.070861816,0.293823242,0.453277588,0,0.391117155
5,9,8,0,0.22,0.871,1,0.110748291,0.049835205,0.771057129,3,0.607160145
5,9,8,1,0.22,0.871,1,0.110748291,0.049835205,0.771057129,3,0.658131643
5,9,8,2,0.22,0.871,1,0.110748291,0.049835205,0.771057129,3,0.569953701
5,9,8,3,0.22,0.871,1,0.110748291,0.049835205,0.771057129,3,0.640016528
5,9,8,4,0.22,0.871,1,0.110748291,0.049835205,0.771057129,3,0.469569679
5,9,8,5,0.22,0.871,1,0.110748291,0.049835205,0.771057129,3,0.67294656
5,9,8,6,0.22,0.871,1,0.110748291,0.049835205,0.771057129,3,0.633910708
5,9,8,7,0.22,0.871,1,0.110748291,0.049835205,0.771057129,3,0.623946008
5,9,8,8,0.22,0.871,1,0.110748291,0.049835205,0.771057129,3,0.541703835
